Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Alysha Clark,SEA,F,34,561,34,22,561,56,125,.448,14,57,.246,42,68,.618,16,23,.696,26,73,20,16,10,24,64,142
Courtney Clements,CHI,G,33,376,33,1,376,36,99,.364,4,23,.174,32,76,.421,12,12,1.000,14,55,22,12,2,13,32,88
Marissa Coleman,IND,G-F,34,815,34,32,815,106,271,.391,43,113,.381,63,158,.399,49,60,.817,28,112,37,27,11,40,68,304
Nadia Colhado,ATL,C,16,127,16,0,127,21,42,.500,0,0,,21,42,.500,2,7,.286,4,29,1,5,6,8,23,44
Anna Cruz,NYL,G,34,922,34,34,922,109,236,.462,17,49,.347,92,187,.492,27,39,.692,14,118,121,44,9,72,61,262
Monique Currie,WAS,F,34,804,34,28,804,103,262,.393,19,83,.229,84,179,.469,111,140,.793,29,157,52,36,5,49,90,336
Damiris Dantas,MIN,F,30,655,30,23,655,71,139,.511,1,1,1.000,70,138,.507,38,50,.760,46,152,36,15,11,24,62,181
Elena Delle Donne,CHI,F-G,16,408,16,9,408,91,212,.429,20,55,.364,71,157,.452,84,90,.933,22,64,18,9,24,12,22,286
Erika de Souza,ATL,F-C,33,986,33,33,986,192,352,.545,0,0,,192,352,.545,72,102,.706,97,286,39,37,47,58,93,456
Skylar Diggins-Smith,TUL,G,34,1192,34,34,1192,232,547,.424,33,116,.284,199,431,.462,186,221,.842,25,86,170,50,20,97,88,683
Stefanie Dolson,WAS,C,34,627,34,1,627,87,177,.492,0,3,.000,87,174,.500,30,37,.811,31,149,42,12,37,58,91,204
Katie Douglas,CON,G-F,32,1040,32,32,1040,133,372,.358,63,177,.356,70,195,.359,89,105,.848,25,106,69,30,13,71,56,418
Celine Dumerc,ATL,G,28,527,28,11,527,28,95,.295,12,52,.231,16,43,.372,25,36,.694,16,56,112,30,2,58,54,93
Candice Dupree,PHO,F,34,1062,34,34,1062,210,394,.533,0,0,,210,394,.533,73,86,.849,41,257,80,29,18,48,47,493
Aaryn Ellenberg,CHI,G,2,1,2,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Kelly Faris,CON,G,25,192,25,0,192,8,33,.242,4,15,.267,4,18,.222,8,10,.800,6,29,9,3,2,7,18,28
Jamierra Faulkner,CHI,G,34,694,34,18,694,96,265,.362,13,49,.265,83,216,.384,62,74,.838,11,68,120,33,7,81,66,267
Sylvia Fowles,CHI,C,20,596,20,18,596,101,185,.546,0,0,,101,185,.546,65,83,.783,45,203,11,28,41,57,66,267
Markeisha Gatling,CHI,C,29,319,29,1,319,46,71,.648,0,0,,46,71,.648,16,22,.727,23,69,1,3,13,20,64,108
Briana Gilbreath-Butler,CON,G,6,36,6,0,36,1,6,.167,0,2,.000,1,4,.250,0,0,,0,5,0,1,1,2,3,2
Sasha Goodlett,CHI,C,34,440,34,15,440,44,97,.454,0,0,,44,97,.454,26,36,.722,26,78,11,11,17,21,52,114
Angel Goodrich,TUL,G,28,181,28,0,181,12,24,.500,1,2,.500,11,22,.500,4,7,.571,2,10,23,8,0,20,13,29
Kalana Greene,WAS,G,20,78,20,0,78,6,15,.400,0,2,.000,6,13,.462,3,4,.750,0,11,1,7,0,0,9,15
Nikki Greene,LAS,F-C,11,38,11,0,38,2,10,.200,0,0,,2,10,.200,1,1,1.000,3,11,0,1,1,5,10,5
Kelsey Griffin,CON,F,31,594,31,10,594,52,159,.327,8,30,.267,44,129,.341,24,34,.706,58,159,25,39,15,20,73,136
Brittney Griner,PHO,C,34,1045,34,34,1045,219,379,.578,0,0,,219,379,.578,93,116,.802,62,271,56,22,129,65,109,531
Sandrine Gruda,LAS,F-C,34,409,34,0,409,51,130,.392,0,0,,51,130,.392,26,39,.667,40,102,19,13,5,45,43,128
Becky Hammon*,SAS,G,32,784,32,32,784,91,218,.417,47,118,.398,44,100,.440,35,35,1.000,3,45,135,13,4,53,37,264
Lindsey Harding,LAS,G,31,705,31,10,705,70,210,.333,5,22,.227,65,188,.346,33,42,.786,14,55,98,32,1,45,50,178
Bria Hartley,WAS,G,34,921,34,29,921,116,305,.380,33,101,.327,83,204,.407,64,82,.780,19,72,105,24,2,85,60,329
Jasmine Hassell,IND,F,2,21,2,0,21,3,5,.600,0,0,,3,5,.600,0,0,,0,0,1,3,0,2,5,6
Tianna Hawkins,WAS,F,34,360,34,0,360,57,119,.479,5,17,.294,52,102,.510,23,32,.719,49,103,17,14,7,33,69,142
Tiffany Hayes,ATL,G,34,966,34,32,966,143,307,.466,40,112,.357,103,195,.528,111,146,.760,31,101,86,34,9,40,83,437
Aneika Henry-Morello,ATL,F-C,34,435,34,4,435,64,110,.582,0,0,,64,110,.582,25,37,.676,47,115,9,7,23,32,59,153
Allison Hightower,CON,G,14,335,14,10,335,41,104,.394,6,27,.222,35,77,.455,20,22,.909,10,31,20,18,4,13,34,108
Tayler Hill,WAS,G,5,39,5,0,39,1,13,.077,1,7,.143,0,6,.000,2,2,1.000,0,1,2,1,0,0,0,5
Roneeka Hodges,TUL,G,34,720,34,34,720,64,185,.346,29,112,.259,35,73,.479,23,29,.793,19,60,47,17,5,20,68,180
Ebony Hoffman,CON,F,8,68,8,0,68,6,18,.333,0,1,.000,6,17,.353,0,0,,6,14,4,5,0,6,12,12
Jordan Hooper,TUL,F,34,646,34,1,646,68,192,.354,46,140,.329,22,52,.423,15,21,.714,23,81,19,12,7,28,46,197
Charde Houston,NYL,F,17,142,17,0,142,23,51,.451,1,8,.125,22,43,.512,9,13,.692,6,17,10,9,6,15,25,56
Natasha Howard,IND,F,34,576,34,15,576,98,221,.443,0,1,.000,98,220,.445,41,69,.594,52,104,21,26,23,52,87,237
Tiffany Jackson-Jones,TUL,F,7,71,7,0,71,6,15,.400,0,0,,6,15,.400,3,4,.750,3,13,1,4,1,4,9,15
Briann January,IND,G,31,895,31,31,895,109,282,.387,36,94,.383,73,188,.388,66,75,.880,12,50,116,38,9,71,73,320
Chucky Jeffery,NYL,G,15,72,15,0,72,7,17,.412,0,1,.000,7,16,.438,1,4,.250,3,15,3,6,1,4,7,15
Anete Jekabsone-Zogota,PHO,G,32,341,32,0,341,31,97,.320,15,49,.306,16,48,.333,10,10,1.000,2,17,30,5,0,24,31,87
Glory Johnson,TUL,F,33,1070,33,33,1070,173,385,.449,0,3,.000,173,382,.453,139,183,.760,95,305,46,45,13,87,107,485
Shenise Johnson,SAS,G,30,537,30,1,537,68,170,.400,16,43,.372,52,127,.409,29,35,.829,30,99,43,29,3,32,29,181
Temeka Johnson,SEA,G,34,578,34,3,578,73,202,.361,17,50,.340,56,152,.368,35,38,.921,8,72,110,24,2,53,41,198
Lynetta Kizer,IND,F,31,280,31,1,280,53,123,.431,0,0,,53,123,.431,13,21,.619,29,75,2,9,8,25,57,119
Ewelina Kobryn,PHO,C,20,137,20,0,137,10,35,.286,0,4,.000,10,31,.323,11,18,.611,6,22,3,6,2,6,24,31
Jennifer Lacy,TUL,F,34,357,34,1,357,41,111,.369,19,59,.322,22,52,.423,18,31,.581,18,50,11,6,4,28,65,119
Natasha Lacy,NYL,G,11,82,11,0,82,7,14,.500,0,2,.000,7,12,.583,3,8,.375,0,9,10,11,0,3,4,17
Crystal Langhorne,SEA,F-C,34,983,34,34,983,180,315,.571,2,3,.667,178,312,.571,75,114,.658,57,253,34,21,12,68,76,437
Erlana Larkins,IND,F,33,1044,33,33,1044,124,207,.599,0,0,,124,207,.599,73,102,.716,99,303,84,64,27,74,105,321
Ivory Latta,WAS,G,34,1079,34,33,1079,140,354,.395,81,215,.377,59,139,.424,75,90,.833,17,81,112,24,1,66,55,436
Jantel Lavender,LAS,F,34,963,34,27,963,174,330,.527,1,5,.200,173,325,.532,54,68,.794,66,213,51,17,27,66,66,403
Kara Lawson,WAS,G,28,610,28,4,610,69,182,.379,29,86,.337,40,96,.417,29,31,.935,11,81,69,8,1,35,30,196
Tricia Liston,MIN,F,25,181,25,0,181,18,45,.400,14,30,.467,4,15,.267,4,6,.667,3,28,8,1,3,3,13,54
Camille Smith,SEA,F,33,1017,33,33,1017,146,326,.448,27,80,.338,119,246,.484,106,133,.797,40,143,53,34,14,80,84,425
Maggie Lucas,IND,G,30,310,30,0,310,34,102,.333,20,65,.308,14,37,.378,22,23,.957,3,26,20,8,5,11,36,110
Sancho Lyttle,ATL,F,34,1064,34,34,1064,179,390,.459,3,11,.273,176,379,.464,53,80,.663,84,305,82,74,20,49,91,414
Kayla McBride,SAS,G,34,884,34,34,884,154,379,.406,57,144,.396,97,235,.413,77,91,.846,22,79,58,33,4,42,39,442
Janel McCarville,MIN,F-C,34,920,34,34,920,107,234,.457,8,24,.333,99,210,.471,48,65,.738,38,164,105,40,29,58,79,270
Angel McCoughtry,ATL,F-G,31,972,31,29,972,206,491,.420,31,105,.295,175,386,.453,131,162,.809,53,162,113,74,12,116,93,574
Danielle McCray,CON,F,18,208,18,2,208,13,56,.232,2,6,.333,11,50,.220,7,14,.500,9,26,14,11,1,25,18,35
Nadirah McKenith,MIN,G,6,24,6,0,24,1,4,.250,0,0,,1,4,.250,2,2,1.000,0,4,1,1,0,1,2,4
Shanece McKinney,NYL,C-F,24,164,24,0,164,16,38,.421,0,0,,16,38,.421,12,24,.500,18,34,7,2,4,6,21,44
Emma Meesseman,WAS,F,34,931,34,34,931,146,281,.520,0,2,.000,146,279,.523,50,55,.909,80,218,86,48,34,61,84,342
Jelena Milovanovic,WAS,F-C,16,181,16,2,181,25,64,.391,5,23,.217,20,41,.488,15,17,.882,8,24,9,5,1,18,15,70
Alex Montgomery,NYL,G-F,34,745,34,20,745,70,171,.409,28,65,.431,42,106,.396,11,16,.688,35,133,34,24,6,39,87,179
Renee Montgomery,CON,G,33,536,33,0,536,78,209,.373,35,106,.330,43,103,.417,31,40,.775,5,25,78,20,2,44,40,222
Lindsey Moore,MIN,G,12,102,12,0,102,3,15,.200,3,9,.333,0,6,.000,4,6,.667,0,9,14,4,0,3,9,13
Maya Moore,MIN,F,34,1181,34,34,1181,295,613,.481,62,185,.335,233,428,.544,160,181,.884,72,275,116,64,28,80,87,812
Darxia Morris,LAS,G,4,31,4,0,31,3,13,.231,0,5,.000,3,8,.375,0,0,,2,3,3,2,0,2,5,6
Shay Murphy,PHO,G,27,326,27,1,326,39,92,.424,10,31,.323,29,61,.475,18,24,.750,16,45,30,18,2,8,29,106
Astou Ndour-Fall,SAS,C-F,8,35,8,0,35,8,19,.421,1,3,.333,7,16,.438,0,0,,4,9,0,0,2,3,4,17
Chiney Ogwumike,CON,F-C,31,921,31,31,921,196,365,.537,0,0,,196,365,.537,88,127,.693,122,263,20,36,37,59,113,480
Nneka Ogwumike,LAS,F,33,911,33,33,911,204,392,.520,3,10,.300,201,382,.526,110,126,.873,66,234,49,58,16,68,93,521
Jenna O'Hea,SEA,F,29,389,29,0,389,51,117,.436,29,72,.403,22,45,.489,9,10,.900,14,38,30,12,9,24,49,140
Inga Orekhova,ATL,G,2,13,2,0,13,0,5,.000,0,3,.000,0,2,.000,0,0,,0,1,0,0,2,0,1,0
Courtney Paris,TUL,C,34,940,34,34,940,139,242,.574,0,0,,139,242,.574,35,71,.493,136,347,37,28,36,36,115,313
Candace Parker,LAS,F-C,30,995,30,29,995,216,461,.469,19,62,.306,197,399,.494,132,156,.846,29,214,128,54,41,78,51,583
Kayla Pedersen,CON,F,31,310,31,1,310,16,42,.381,0,0,,16,42,.381,13,21,.619,23,72,10,7,4,16,35,45
Jia Perkins,SAS,G,23,520,23,2,520,107,242,.442,39,95,.411,68,147,.463,34,38,.895,11,52,38,34,5,22,29,287
Devereaux Peters,MIN,F,28,504,28,0,504,54,122,.443,0,0,,54,122,.443,14,19,.737,31,103,48,22,28,30,69,122
Erin Phillips,PHO,G,33,617,33,10,617,64,147,.435,35,78,.449,29,69,.420,27,32,.844,10,54,72,23,1,39,44,190
Plenette Pierson,NYL,F,33,573,33,8,573,80,176,.455,0,3,.000,80,173,.462,79,92,.859,30,103,38,14,4,46,73,239
Theresa Plaisance,TUL,F,19,89,19,0,89,3,20,.150,2,5,.400,1,15,.067,4,4,1.000,6,15,5,4,5,3,22,12
Cappie Pondexter,NYL,G,34,1052,34,34,1052,161,415,.388,23,83,.277,138,332,.416,103,134,.769,22,114,132,34,4,89,41,448
Nicole Powell,SEA,F,26,339,26,0,339,18,69,.261,13,52,.250,5,17,.294,7,9,.778,12,47,7,20,3,11,39,56
Samantha Prahalis,LAS,G,2,21,2,0,21,2,4,.500,0,1,.000,2,3,.667,0,0,,0,3,0,0,0,1,4,4
Armintie Herrington,LAS,G,34,789,34,17,789,59,123,.480,0,1,.000,59,122,.484,16,35,.457,41,94,67,51,6,33,65,134
Epiphanny Prince,CHI,G,26,840,26,24,840,123,321,.383,32,98,.327,91,223,.408,113,129,.876,16,77,100,49,11,46,62,391
Allie Quigley,CHI,G,34,842,34,1,842,144,324,.444,41,106,.387,103,218,.472,51,58,.879,14,74,65,23,7,62,57,380
Noelle Quinn,SEA,G,32,483,32,5,483,46,121,.380,8,31,.258,38,90,.422,22,25,.880,14,80,43,17,3,18,27,122
Angel Robinson,SEA,F-C,25,179,25,1,179,23,40,.575,0,0,,23,40,.575,8,10,.800,11,36,7,6,8,19,32,54
Danielle Robinson,SAS,G,33,1091,33,33,1091,165,361,.457,0,7,.000,165,354,.466,96,102,.941,22,115,174,55,5,79,96,426
Sugar Rodgers,NYL,G,34,564,34,0,564,72,204,.353,24,83,.289,48,121,.397,36,49,.735,14,70,44,23,10,33,52,204
Waltiea Rolle,SEA,C,6,66,6,0,66,7,10,.700,0,0,,7,10,.700,2,2,1.000,5,19,2,2,0,2,5,16
Tierra Ruffin-Pratt,WAS,G,34,550,34,6,550,59,154,.383,5,20,.250,54,134,.403,31,44,.705,26,99,43,24,4,29,60,154
Shoni Schimmel,ATL,G,34,725,34,2,725,104,278,.374,53,155,.342,51,123,.415,21,25,.840,18,76,124,26,3,83,38,282
Odyssey Sims,TUL,G,34,1169,34,31,1169,201,495,.406,47,136,.346,154,359,.429,120,143,.839,28,96,142,44,10,71,87,569
Shekinna Stricklen,SEA,F,33,578,33,10,578,86,200,.430,47,122,.385,39,78,.500,19,26,.731,9,69,23,20,3,27,65,238
Diana Taurasi,PHO,G,33,1018,33,33,1018,171,377,.454,62,170,.365,109,207,.527,132,151,.874,10,125,185,22,10,87,99,536
Asia Taylor,MIN,F,22,173,22,0,173,21,40,.525,0,0,,21,40,.525,18,24,.750,12,30,10,4,0,16,34,60
Penny Taylor,PHO,F,33,773,33,24,773,114,238,.479,30,84,.357,84,154,.545,89,105,.848,14,103,102,40,15,57,54,347
Alyssa Thomas,CON,F,34,927,34,28,927,127,291,.436,2,6,.333,125,285,.439,87,115,.757,63,173,51,35,6,58,70,343
Jasmine Thomas,ATL,G,34,594,34,23,594,61,189,.323,12,47,.255,49,142,.345,30,42,.714,18,70,55,16,5,38,46,164
Krystal Thomas,IND,C,21,176,21,3,176,18,33,.545,0,0,,18,33,.545,6,14,.429,15,47,8,4,15,12,29,42
Amanda Thompson,ATL,F,21,174,21,0,174,13,36,.361,0,0,,13,36,.361,10,12,.833,20,45,10,5,10,12,25,36
Kristi Toliver,LAS,G,27,770,27,21,770,115,260,.442,46,117,.393,69,143,.483,43,51,.843,8,58,112,30,1,46,66,319
Courtney Vandersloot,CHI,G,18,452,18,16,452,47,117,.402,9,24,.375,38,93,.409,20,24,.833,8,39,102,21,9,47,43,123
Kia Vaughn,WAS,C,33,795,33,33,795,135,295,.458,0,2,.000,135,293,.461,26,41,.634,60,207,39,31,15,47,75,296
Avery Warley-Talbert,NYL,C,28,443,28,23,443,46,94,.489,0,0,,46,94,.489,25,30,.833,46,105,4,10,10,28,72,117
Lindsay Whalen*,MIN,G,34,1040,34,34,1040,180,375,.480,1,10,.100,179,365,.490,117,152,.770,21,142,188,30,2,62,55,478
Tan White,MIN,G,34,604,34,1,604,64,160,.400,22,66,.333,42,94,.447,17,23,.739,11,62,38,30,5,31,68,167
Davellyn Whyte,SAS,G,2,10,2,0,10,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,1,1,0,1,3,0
Candice Wiggins,LAS,G,17,237,17,0,237,9,48,.188,6,24,.250,3,24,.125,4,5,.800,8,20,16,12,3,10,31,28
Riquna Williams,TUL,G,11,174,11,2,174,28,69,.406,6,27,.222,22,42,.524,14,15,.933,5,20,13,15,2,15,16,76
Monica Wright,MIN,G,24,441,24,9,441,52,124,.419,5,18,.278,47,106,.443,31,42,.738,6,52,50,17,8,36,51,140
Tanisha Wright,SEA,G,29,740,29,29,740,80,192,.417,5,18,.278,75,174,.431,66,83,.795,14,68,103,27,4,61,75,231
Sophia Young-Malcolm,SAS,F,34,823,34,20,823,115,245,.469,0,4,.000,115,241,.477,48,73,.658,62,158,52,37,6,26,56,278
Tamera Young,CHI,F,34,937,34,33,937,99,226,.438,0,0,,99,226,.438,30,54,.556,37,172,41,23,5,27,88,228
Toni Young,NYL,F,8,38,8,0,38,3,10,.300,0,0,,3,10,.300,3,5,.600,1,6,1,1,2,0,6,9
Shavonte Zellous,IND,G,34,931,34,33,931,131,319,.411,25,82,.305,106,237,.447,87,111,.784,22,94,71,24,16,55,100,374
Swin Cash*,TOT,F,32,389,32,5,389,33,108,.306,1,19,.053,32,89,.360,26,39,.667,14,60,33,12,5,35,43,93
DeLisha Milton-Jones,TOT,F,21,343,21,2,343,48,121,.397,3,12,.250,45,109,.413,19,25,.760,11,49,20,9,9,23,41,118
Swin Cash*,ATL,F,17,149,17,1,149,10,43,.233,0,9,.000,10,34,.294,6,15,.400,2,16,12,6,3,13,21,26
DeLisha Milton-Jones,NYL,F,19,320,19,2,320,46,114,.404,2,10,.200,44,104,.423,15,21,.714,11,47,20,8,6,20,38,109
Swin Cash*,NYL,F,15,240,15,4,240,23,65,.354,1,10,.100,22,55,.400,20,24,.833,12,44,21,6,2,22,22,67
DeLisha Milton-Jones,ATL,F,2,23,2,0,23,2,7,.286,1,2,.500,1,5,.200,4,4,1.000,0,2,0,1,3,3,3,9
